id,productDisplayName,brandName,gender,baseColour,season,year,usage,articleType,masterCategory,subCategory,imageURL
10067,Puma Men punk logo tee Yellow Tshirts,Puma,men,Yellow,Fall,2011.0,Casual,Tshirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/392f6b2acfb489b56a0e8d62d6f1fdef_images.jpg
10068,Puma Men lifestyle graphitti White Tshirts,Puma,men,White,Fall,2011.0,Casual,Tshirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/69528f3383099e6013052b49ff5f6906_images.jpg
10069,Puma Men Large logo tee Black Tshirts,Puma,men,Black,Fall,2011.0,Casual,Tshirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/a992b89ffa8033dca43f58dd0106033a_images.jpg
10074,Puma Men Puma runhard tee Black Tshirts,Puma,men,Black,Fall,2011.0,Casual,Tshirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/6dabe0a0503cb611e831111a26aedf6e_images.jpg
10075,Puma Men ducati heritage logo tee Red Tshirts,Puma,men,Red,Fall,2011.0,Casual,Tshirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/87684581db1232150a9ffca2b05e16f6_images.jpg
10078,Reebok Men Speed Mode White Sports Shoes,Reebok,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/d2aa2e147e9d44851450864dfd05c281_images.jpg
10080,Reebok Men Run Sheer Black Sports Shoes,Reebok,men,Black,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/15017ddf96926014061a0b06525b554e_images.jpg
10081,Reebok Men Zigdynamic White Sports Shoes,Reebok,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/0543c05bce84b0fcbeeabb354a821fea_images.jpg
10088,Reebok Men Racehound Silver Sports Shoes,Reebok,men,Silver,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/4dac018abe2b09b76c465624cb319e6f_images.jpg
10092,Reebok Men Racehound Silver Sports Shoes,Reebok,men,Silver,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/29bafa503018057b586e376213c8f7a9_images.jpg
10093,Reebok Men Racehound White Sports Shoes,Reebok,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/0c09e6d84d5a38033dc6574465a3f5af_images.jpg
10095,Reebok Men Reeflex Run Blue Sports Shoes,Reebok,men,Blue,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/25f5a65c9c5dbf5f7631cf2d3f0d20f3_images.jpg
10097,Reebok Men Reeflex Run White Sports Shoes,Reebok,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/a947ceec9e8c493229417e1a1390417e_images.jpg
10098,Fastrack Men Analogue Plastic White Watch,Fastrack,men,White,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/703a4bc156df5eb4719dc0dd2e871d82_images.jpg
10099,Fastrack Men Analogue Grey Watches,Fastrack,men,Grey,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/b9087cd7ae406a75259287725e05213b_images.jpg
10101,Reebok Men Island Explorer Black Sports Shoes,Reebok,men,Black,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/19ec8f66795dfeae910c34973fa9b32f_images.jpg
10102,Reebok Men Premier Verona Supreme 2 Black Sports Shoes,Reebok,men,Black,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/c6b651c3474dc980106eadf223fc6422_images.jpg
10104,Reebok Men Buckets VI Black Sports Shoes,Reebok,men,Black,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/119c4e8d603f2504934a74d7cd846b82_images.jpg
10107,Fastrack Men Analogue Leather Steel Watches,Fastrack,men,Steel,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/25b345388b1851b384f3a28ae1368f65_images.jpg
10111,Reebok Men Premier road supreme 2 Silver Sports Shoes,Reebok,men,Silver,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/2564fc4ea392445c307a9b044b049efd_images.jpg
10113,Reebok Men Run Sheer White Sports Shoes,Reebok,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/18cb176598526b42bb238839fab11312_images.jpg
10117,Reebok Men Premier Zigfly Silver Sports Shoes,Reebok,men,Silver,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/8e6ba4d2a8ed5f65521e0e67d1bb2bef_images.jpg
10122,Reebok Men Run Sheer White Sports Shoes,Reebok,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/25d332924fd1d7fb7e35c7bb091fa5a6_images.jpg
10126,Reebok Men Runtone Action White Sports Shoes,Reebok,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/7c4d882429035abd0bf0ae46b09bb367_images.jpg
10127,Rockport Men Espresso Brown Casual Shoes,Rockport,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/ce1b064b045d6df9b8bbcb950cb2f3ef_images.jpg
10128,Rockport Men Drsp Wingtip Black Formal Shoes,Rockport,men,Black,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/253b5bb72db493adf8566e20aa2d944c_images.jpg
10129,Rockport Men Jefford Brown Formal Shoes,Rockport,men,Brown,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/567603638c9e38f036df9d7c0cce416e_images.jpg
10142,Rockport Men Captoe Brown Casual Shoes,Rockport,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/09cca0e5cc87f77adaf0ec45e330bc69_images.jpg
10143,Rockport Men Moc Front Brown Formal Shoes,Rockport,men,Brown,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/a33cc4994484713b9bceb5fac4caf7fc_images.jpg
10144,Rockport Men Drsp Wingtip Brown Casual Shoes,Rockport,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/ff3bc3d3018bd010ce347ba585225a99_images.jpg
10145,Rockport Men Drsp Wingtip Brown Formal Shoes,Rockport,men,Brown,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/7d45e92fe52e1e0f85b81dbfd555d547_images.jpg
10146,Rockport Men Drsp Moc Front Black Formal Shoes,Rockport,men,Black,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/f5dc17b6e6035d293922ca062b8d3641_images.jpg
10147,Rockport Men Ed Plaintoe Black Formal Shoes,Rockport,men,Black,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/2b801f0f6b385b9b3aaaf5e445bccacf_images.jpg
10148,Rockport Men Sc Slip On Brown Casual Shoes,Rockport,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/37913cff0e36326b4f964f50ebf9067f_images.jpg
10149,Rockport Men Ed Plaintoe Brown Formal Shoes,Rockport,men,Brown,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/931d26641e005c64a983c37564998773_images.jpg
10150,Rockport Men Drsp Plaintoe Black Formal Shoes,Rockport,men,Black,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/9bf6d021ae87e3b576ac4369b47e79c4_images.jpg
10151,Rockport Men Drsp Slip On Black Formal Shoes,Rockport,men,Black,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/3a6456cffaae2483cf9a8db88860a2be_images.jpg
10152,Rockport Men TR Bal Black Casual Shoes,Rockport,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/912c45f1bcf50721a8b91267ce2a8771_images.jpg
10153,Rockport Men Drsp SLip On Brown Formal Shoes,Rockport,men,Brown,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/ec12c17eb739a89749e2019c4471b815_images.jpg
10154,Rockport Men Bal Brown Casual Shoes,Rockport,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/aa4db93c374f1acb099335f866665d26_images.jpg
10155,Rockport Men Tr Bal Brown Casual Shoes,Rockport,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/3573a259ea08979cca43a51ee8a92f77_images.jpg
10156,Rockport Men Sc Slip On Brown Casual Shoes,Rockport,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/70e2779975aff0a1013a6818d90ee2e5_images.jpg
10158,Puma Men 917 Lo Feuer Black Casual Shoes,Puma,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/33e9255f5e5f2296524d2485ec3c0275_images.jpg
10159,Puma Men 917 Mid Spill White Casual Shoes,Puma,men,White,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/710f1d1a11e75bf0dbda21f2abe49ed8_images.jpg
10160,Puma Men 917 Lo Paint Splatter White Casual Shoes,Puma,men,White,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/8f85a79062799ba1430e2cf3a79c0bde_images.jpg
10161,Puma Men Cabana Racer White Sports Shoes,Puma,men,White,Fall,2011.0,Sports,Sports Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/ac2fdc8f7c496c562d9f908bec3dda4e_images.jpg
10162,Puma Men 917 Lo Paint Splatter White Casual Shoes,Puma,men,White,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/ec3f78e59538b3d07c22285ed951ebeb_images.jpg
10164,Carrera Men Green strap witrh green dial Green Watches,Carrera,men,Green,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/3f3e24c34b5139a7a4bc76025cfca17d_images.jpg
10167,United Colors of Benetton Men Nighthawk Black Casual Shoes,United Colors of Benetton,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/daa74af2c53029588991046e722eb275_images.jpg
10168,United Colors of Benetton Men Punk Black Casual Shoes,United Colors of Benetton,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/7a74c4a6abb89aaba4001f78a4b71535_images.jpg
10169,United Colors of Benetton Men HIghlander Brown Casual Shoes,United Colors of Benetton,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/ba5b76dbf5ed8166a6890e397c57c7e9_images.jpg
10170,United Colors of Benetton Men Highlander Grey Blue Casual Shoes,United Colors of Benetton,men,Blue,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/711a5b54a3fefda367023a49ce26678d_images.jpg
10171,United Colors of Benetton Men vertigo Brown Shoes,United Colors of Benetton,men,Brown,Fall,2011.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/5453b88ec904e4d8f01f6182c1763072_images.jpg
10172,United Colors of Benetton Men Iceland Grey Casual Shoes,United Colors of Benetton,men,Grey,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/c09a37d3bb783f407461cdc9ede81b4a_images.jpg
10173,United Colors of Benetton Men Tango Brown Sandals,United Colors of Benetton,men,Brown,Fall,2011.0,Casual,Sandals,Footwear,Sandal,http://assets.myntassets.com/v1/images/style/properties/1063e8d1167630e8debcf2343645039c_images.jpg
10174,United Colors Of Benetton Men Latnam Black Casual Shoes,United Colors of Benetton,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/fc4ea7a39f7b828bcf2fc6dfd81a1eb0_images.jpg
10175,United Colors of Benetton Men Wango Black Casual Shoes,United Colors of Benetton,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/9bb4c8d766374626e362652350fc9872_images.jpg
10176,United Colors of Benetton Men Cloud 9 Black Casual Shoes,United Colors of Benetton,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/99239fea24f0845c090f8272d128e83f_images.jpg
10177,United Colors Of Benetton Men Cboar Brown Casual Shoes,United Colors of Benetton,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/e002f7fdb0f580ecb8092dcb4030e640_images.jpg
10178,United Colors of Benetton Men Bournie Brown Casual Shoes,United Colors of Benetton,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/8cfa60f1e4a178d057336bcc08ccdc43_images.jpg
10184,Indigo Nation Men  White Stripe Shirt,Indigo Nation,men,White,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/bfd34f4dd6f1e524ef923436cf220c62_images.jpg
10185,Indigo Nation Men Price catch White Shirts,Indigo Nation,men,White,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/65309e66582be74faf20cbacb9abb81b_images.jpg
10186,Indigo Nation Men Black & Blue Stripe Shirt,Indigo Nation,men,Black,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/ad402e6188d3c2cf138844300719afb1_images.jpg
10187,Indigo Nation Men Hot Stepper Black Blue Shirts,Indigo Nation,men,Black,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/2185c6c3f5d47abcb4bce0f492c9c13d_images.jpg
10188,Indigo Nation Men   Blue & White Stripe Shirt,Indigo Nation,men,Blue,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/c4f27e2296a69e0c2589a78ca37a44ab_images.jpg
10189,Indigo Nation Men Hot Stepper Blue Shirts,Indigo Nation,men,Blue,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/b4146cd57f7a1da6ab6fe64cbc108e7b_images.jpg
10190,Indigo Nation Men Club Poplin White Shirts,Indigo Nation,men,White,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/68b5d902fbc8bb65253901d908fa94db_images.jpg
10192,Esprit Men Avalance Black Steel Watches,ESPRIT,men,Steel,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/a4025cc617a1d4dd282961461b9e682a_images.jpg
10193,Carrera Men Dial Green Numbers Black Watch,Carrera,men,Black,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/33a5e91f28ed4764e183ff1bcff2a7e0_images.jpg
10194,Carrera Men Sqaure dial leather strap Black Watches,Carrera,men,Black,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/c3d33dff0b91fd161e62177df1db02ee_images.jpg
10195,Carrera Men Steel strap dial Blue Watches,Carrera,men,Blue,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/bd9b63a2f3ee780ffe10dd71db928805_images.jpg
10219,Carrera Men Strap dial Yellow Watches,Carrera,men,Yellow,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/a0e289c3b0a364e68768ad1900e13023_images.jpg
10235,Carrera Men Hexagaon Dial Black Watches,Carrera,men,Black,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/8157349922522c4692b446427fa26c2b_images.jpg
10236,Carrera Men Strap dial Orange Watches,Carrera,men,Orange,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/55bc5af664a189f81011234dcee041b7_images.jpg
10237,Esprit Men Croso Black Steel Watch,ESPRIT,men,Steel,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/cf1675179772f0380d5c44bb797e7df1_images.jpg
10238,Esprit Men Axis Day Steel Watches,ESPRIT,men,Steel,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/c0b890ef67e42ea55587d5890e39e47e_images.jpg
10239,Esprit Men Grand Victory White Dial Steel Watches,ESPRIT,men,Steel,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/e043255e249f9485db4a4b47470a5669_images.jpg
10240,Esprit Men Gran Orbit Rosegold Copper Watches,ESPRIT,men,Copper,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/b6eefeebda2e931c53879bd6c1fb1611_images.jpg
10241,Esprit Men Momentum Black Black Watches,ESPRIT,men,Black,Winter,2016.0,Casual,Watches,Accessories,Watches,http://assets.myntassets.com/v1/images/style/properties/65a3bb00307b03016814bd453c68d0a9_images.jpg
10255,Locomotive Men Stripes Blue Shirts,LOCOMOTIVE,men,Blue,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/70f628f6a53693cde9aa631bfb3bb6c2_images.jpg
10256,Locomotive Men Stripes Green Shirts,LOCOMOTIVE,men,Green,Fall,2011.0,Casual,Shirts,Apparel,Topwear,http://assets.myntassets.com/v1/images/style/properties/6661aca83d105bc5ce07aed7c8944a36_images.jpg
10263,Clarks Men Energise Me Leather Black Formal Shoes,Clarks,men,Black,Summer,2013.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/c649fd783c56e3811fdef61943c620ea_images.jpg
10264,Clarks Men Goya Band Leather Black Formal Shoes,Clarks,men,Black,Summer,2013.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/17dd1001059026321529902ac09adcc8_images.jpg
10265,Clarks Men Goto Eat Tobacco Leather Brown Formal Shoes,Clarks,men,Brown,Fall,2012.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/5ddae9fa9160f2d5fc3508134a5e3ba9_images.jpg
10266,Clarks Men Goto Hi Cola Suede Brown Shoes,Clarks,men,Brown,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/4269a355e474308b6e0f174cf6a9f6f0_images.jpg
10267,Clarks Men Rocco Fuse Black Leather Black Casual Shoes,Clarks,men,Black,Fall,2011.0,Casual,Casual Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/5040e0c7e82dcc67e1c0a42ee04eb519_images.jpg
10268,Clarks Men Hang Work Leather Black Formal Shoes,Clarks,men,Black,Fall,2012.0,Formal,Formal Shoes,Footwear,Shoes,http://assets.myntassets.com/v1/images/style/properties/2976e4095e7b3ae2de99df54d2adeaaa_images.jpg
